gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,Yes,Yes,42,Yes,No phone service,Fiber optic,No,No,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),94.2,3576,Yes
Male,1,Yes,No,1,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),25.05,2148,Yes
Female,0,Yes,Yes,46,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,No,No internet service,Two year,No,Credit card (automatic),99.65,3929,No
Female,0,Yes,Yes,63,Yes,No,DSL,No internet service,No,No,No,No,No,Two year,Yes,Electronic check,50.65,2804,No
Male,0,No,No,11,Yes,No,DSL,No,No internet service,No internet service,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),60.9,5427,No
Male,0,Yes,Yes,15,Yes,No phone service,DSL,No,No,No internet service,No internet service,No,No,Month-to-month,Yes,Electronic check,59.65,6259,No
Male,0,Yes,No,72,No,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),64.7,4013,No
Female,0,No,No,29,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.1,5588,Yes
Male,0,No,Yes,1,Yes,No,DSL,No,No,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),48.95,4054,Yes
Female,0,Yes,Yes,6,Yes,No,DSL,No,No,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),54.85,3075,No
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),45.3,3816,Yes
Male,0,Yes,Yes,63,Yes,No phone service,Fiber optic,No,No internet service,No,No,No,No internet service,One year,Yes,Bank transfer (automatic),91.35,4760,No
Male,0,No,No,2,Yes,No,Fiber optic,No,No,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),85.85,1154,Yes
Female,0,Yes,Yes,18,Yes,No phone service,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),25.1,3641,No
Female,0,Yes,No,43,No,Yes,DSL,No internet service,No,No,No internet service,No,No,Month-to-month,No,Electronic check,34.0,916,No
Female,0,No,No,15,No,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No,No,One year,No,Credit card (automatic),45.9,5469,No
Male,0,No,Yes,10,Yes,No phone service,Fiber optic,No,No,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),95.2,6397,Yes
Male,0,Yes,Yes,55,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),20.5,330,No
Male,0,No,Yes,49,Yes,No phone service,Fiber optic,No,No,No,No internet service,No internet service,No internet service,One year,Yes,Electronic check,100.6,4287,Yes
Male,0,Yes,Yes,6,Yes,No,DSL,No,No internet service,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),55.3,2818,Yes
Male,0,Yes,Yes,70,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,20.35,843,No
Male,1,No,No,2,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.85,1007,Yes
Male,1,Yes,No,63,No,Yes,DSL,No internet service,No,No,No internet service,No,No,One year,No,Electronic check,36.1,1939,No
Female,0,No,No,25,Yes,No,DSL,No,No internet service,No,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,65.8,1167,No
Female,1,No,No,18,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,20.35,3184,No
Male,1,Yes,No,28,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),105.8,2591,No
Female,1,No,No,53,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,No,No internet service,One year,Yes,Credit card (automatic),96.75,4361,No
Male,0,No,No,35,Yes,No,Fiber optic,No,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,Electronic check,102.35,3134,Yes
Male,0,No,No,1,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),24.4,2039,No
Male,0,Yes,No,70,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,115.65,6000,Yes
Male,0,No,No,2,Yes,No,Fiber optic,No,No,No internet service,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),79.85,938,Yes
Female,0,Yes,No,26,Yes,No,DSL,No,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),73.05,1562,No
Female,0,No,No,34,Yes,No,DSL,No internet service,No internet service,No,No,No,No internet service,One year,No,Bank transfer (automatic),64.35,1682,No
Female,0,No,Yes,19,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),20.5,3401,No
Male,0,No,No,15,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),76.0,255,Yes
Female,0,Yes,Yes,62,Yes,No,DSL,No internet service,No,No internet service,No,No,No,One year,No,Mailed check,54.75,2968,No
Female,1,No,No,42,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,104.75,3679,Yes
Female,0,No,No,9,Yes,No,DSL,No internet service,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),74.65,5533,Yes
Male,0,No,No,24,Yes,No,DSL,No internet service,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),51.15,507,No
Male,1,Yes,No,68,No,Yes,DSL,No internet service,No internet service,No internet service,No,No,No,Two year,Yes,Bank transfer (automatic),41.95,2562,No
Male,0,Yes,Yes,31,Yes,No,DSL,No,No,No internet service,No internet service,No,No,Month-to-month,No,Credit card (automatic),54.35,1123,No
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),56.25,4635,Yes
Male,0,Yes,No,21,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),106.1,1883,Yes
Female,0,Yes,No,63,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),96.0,4989,No
Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,Yes,Electronic check,79.75,1045,Yes
Female,0,Yes,Yes,61,No,Yes,DSL,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,61.45,3223,No
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),68.65,5380,Yes
Male,0,No,No,18,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),19.65,3500,No
Female,0,Yes,Yes,6,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,19.0,96,No
Female,0,No,No,33,Yes,No phone service,Fiber optic,No,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),100.0,2884,No
Male,0,No,No,16,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,20.25,2845,Yes
Female,0,Yes,No,56,Yes,No,Fiber optic,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),98.7,4684,No
Male,0,No,Yes,23,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),19.8,3935,No
Male,0,No,No,9,Yes,No,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),73.8,5540,No
Female,1,Yes,No,14,Yes,No phone service,Fiber optic,No,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),100.2,663,Yes
Male,0,Yes,Yes,15,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,204,Yes
Male,0,No,No,5,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,20.05,6444,No
Male,0,Yes,No,61,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),106.2,5139,No
Male,0,Yes,Yes,70,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,116.55,6083,No
Male,0,No,No,15,Yes,No phone service,Fiber optic,No internet service,No,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),99.7,1015,No
Male,0,Yes,Yes,8,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),19.7,548,No
Female,0,Yes,Yes,8,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),19.5,1084,No
Female,0,No,No,4,No,Yes,DSL,No internet service,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),29.15,197,No
Female,0,No,No,34,Yes,No,DSL,No internet service,No internet service,No,No,No,No,One year,No,Credit card (automatic),55.0,1459,No
Male,0,Yes,No,68,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,90.8,5098,No
Female,0,Yes,Yes,45,No,Yes,DSL,No,No internet service,No internet service,No internet service,No,No internet service,One year,No,Electronic check,51.0,1902,No
Female,1,No,No,9,Yes,No phone service,Fiber optic,No,No,No internet service,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),90.1,6084,No
Female,0,No,No,22,Yes,No phone service,DSL,No internet service,No,No,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),59.05,462,No
Female,0,No,No,2,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),20.3,3492,No
Male,0,Yes,No,70,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,No internet service,No,Two year,No,Electronic check,72.95,4408,No
Female,0,No,Yes,10,Yes,No phone service,DSL,No internet service,No,No internet service,No internet service,No,No internet service,One year,No,Mailed check,73.55,5468,No
Male,0,No,No,72,Yes,No phone service,DSL,No internet service,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,84.3,4908,No
Female,0,Yes,Yes,49,Yes,No,DSL,No,No internet service,No internet service,No,No internet service,No internet service,One year,No,Mailed check,78.0,3274,No
Female,1,No,No,54,Yes,No phone service,DSL,No,No internet service,No,No internet service,No internet service,No,One year,No,Credit card (automatic),72.1,3323,No
Female,0,No,No,71,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,Mailed check,106.75,5655,No
Female,0,No,No,22,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),19.25,3514,No
Female,0,Yes,Yes,50,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,20.55,138,No
Female,0,Yes,Yes,43,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),20.0,6088,No
Female,0,Yes,Yes,45,Yes,No phone service,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,24.65,320,No
Male,1,No,No,64,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,103.5,5233,No
Female,0,Yes,Yes,23,Yes,No phone service,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),23.85,5066,No
Female,0,Yes,No,68,Yes,No phone service,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,25.8,1513,No
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.85,5518,Yes
Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.8,620,Yes
Male,0,No,No,26,Yes,No,DSL,No,No,No,No internet service,No internet service,No,One year,No,Mailed check,59.45,921,No
Male,0,Yes,No,55,No,Yes,DSL,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,54.55,2572,Yes
Male,0,No,No,14,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),20.05,2585,No
Male,0,Yes,No,71,Yes,No,DSL,No internet service,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),82.55,4808,No
Male,0,No,No,64,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No,One year,No,Bank transfer (automatic),81.25,4615,No
Female,0,No,No,7,Yes,No,DSL,No,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,70.75,3829,Yes
Female,0,No,No,57,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No,Two year,Yes,Mailed check,74.3,3561,No
Female,0,Yes,No,13,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),94.1,393,Yes
Female,0,Yes,Yes,3,No,Yes,DSL,No internet service,No,No,No,No,No,Month-to-month,No,Mailed check,29.7,6347,Yes
Male,1,Yes,No,72,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,109.7,5960,No
Female,0,Yes,Yes,40,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Mailed check,96.35,3353,No
Male,0,Yes,No,14,Yes,No phone service,DSL,No,No,No,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,66.6,6499,No
Male,0,Yes,Yes,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.5,6321,No
Male,1,No,No,66,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,110.9,5745,Yes
Female,0,Yes,No,38,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),105.0,3445,Yes
Male,0,No,Yes,1,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),25.3,2153,Yes
Male,0,No,No,22,Yes,No,DSL,No,No internet service,No,No internet service,No,No,One year,Yes,Mailed check,55.15,360,Yes
Male,0,No,No,1,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),20.1,1608,Yes
Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),80.1,3401,No
Male,0,Yes,Yes,29,Yes,No phone service,DSL,No internet service,No,No,No internet service,No internet service,No,One year,No,Electronic check,69.05,1560,No
Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.9,5454,Yes
Female,0,No,No,3,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),20.4,5090,No
Male,0,Yes,Yes,71,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,19.7,553,No
Male,0,No,Yes,9,Yes,No,DSL,No,No internet service,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50.1,4085,No
Male,0,No,No,43,Yes,No phone service,Fiber optic,No,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),101.4,3855,Yes
Female,0,No,No,48,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,Mailed check,83.45,3327,No
Male,0,No,No,26,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,No,No,Month-to-month,Yes,Mailed check,86.65,1839,No
Female,0,No,No,9,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,20.15,2017,No
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),80.8,6022,Yes
Female,0,Yes,Yes,46,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,19.4,6461,No
Male,0,No,No,2,Yes,No phone service,DSL,No,No,No,No,No,No internet service,Month-to-month,No,Electronic check,62.05,335,Yes
Male,1,No,No,1,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),76.45,5824,Yes
Male,0,Yes,Yes,64,No,Yes,DSL,No internet service,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,60.05,3289,No
Female,1,No,No,12,Yes,No phone service,Fiber optic,No,No internet service,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),91.3,188,Yes
Male,1,Yes,No,6,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),95.75,4731,Yes
Female,0,Yes,No,59,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),20.35,488,No
Female,0,No,No,7,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,No internet service,One year,Yes,Credit card (automatic),94.05,5115,No
Female,1,Yes,No,72,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,Mailed check,84.1,5002,No
Male,1,No,No,16,Yes,No,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),78.75,399,No
Male,0,Yes,No,25,Yes,No phone service,DSL,No,No,No internet service,No,No,No,Month-to-month,No,Mailed check,55.55,741,No
Female,0,Yes,No,34,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),62.65,1911,Yes
Female,0,No,No,1,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.5,5721,Yes
Female,0,Yes,Yes,10,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,102.1,132,Yes
Male,0,Yes,No,24,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),20.1,4457,No
Female,0,Yes,Yes,10,Yes,No phone service,DSL,No internet service,No internet service,No,No,No internet service,No,One year,No,Bank transfer (automatic),70.3,5351,No
Male,0,Yes,No,69,Yes,No,DSL,No internet service,No internet service,No,No,No,No,One year,Yes,Mailed check,53.65,3262,No
Male,0,No,No,57,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),20.75,226,No
Male,0,Yes,Yes,50,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,103.4,4389,No
Male,0,Yes,Yes,28,No,Yes,DSL,No internet service,No,No internet service,No internet service,No internet service,No,One year,No,Credit card (automatic),50.8,696,No
Female,0,No,No,16,Yes,No,DSL,No internet service,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50.15,5836,Yes
Male,0,No,No,25,Yes,No,DSL,No internet service,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),79.0,1503,No
Female,1,Yes,No,3,Yes,No,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,Yes,Electronic check,74.6,2025,No
Male,0,Yes,No,61,Yes,No phone service,Fiber optic,No,No,No,No,No internet service,No internet service,One year,Yes,Electronic check,96.5,4687,No
Female,0,No,No,2,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),20.1,3341,No
Male,0,Yes,Yes,51,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),19.4,6526,No
Female,0,Yes,Yes,71,Yes,No,DSL,No internet service,No,No internet service,No,No internet service,No internet service,Two year,No,Mailed check,77.55,4617,No
Female,0,Yes,Yes,20,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),20.05,3470,No
Male,0,Yes,Yes,6,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,19.85,687,No
Female,0,No,No,6,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),20.2,419,No
Female,0,No,No,29,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,No,No,Month-to-month,No,Credit card (automatic),67.45,1349,No
Male,0,No,No,36,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,18.55,5433,No
Female,0,No,No,28,No,Yes,DSL,No,No,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),29.75,5978,No
Female,0,Yes,No,7,Yes,No phone service,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),86.5,4798,Yes
Female,0,No,No,63,Yes,No phone service,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),24.2,1083,No
Male,0,Yes,Yes,48,Yes,No phone service,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),23.55,323,No
Female,0,Yes,No,49,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,20.45,6329,No
Male,1,No,No,27,Yes,No phone service,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),81.45,1749,Yes
Male,0,Yes,No,72,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,92.3,5328,No
Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.15,5441,Yes
Female,0,Yes,Yes,72,No,Yes,DSL,No,No internet service,No,No internet service,No internet service,No internet service,Two year,No,Mailed check,53.65,3249,No
Female,0,No,No,47,No,Yes,DSL,No internet service,No internet service,No,No internet service,No,No,One year,No,Mailed check,39.65,1339,No
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),54.65,4489,No
Female,0,No,No,36,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,Electronic check,104.8,3324,No
Male,0,Yes,Yes,43,No,Yes,DSL,No,No internet service,No,No,No,No,Month-to-month,No,Mailed check,29.3,413,No
Female,1,Yes,No,27,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),83.85,1948,No
Female,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),79.55,5635,Yes
Female,0,No,No,38,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),103.65,3404,No
Female,1,No,No,35,Yes,No phone service,Fiber optic,No internet service,No,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),99.05,3079,No
Female,0,Yes,Yes,0,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,No internet service,No,Two year,No,Credit card (automatic),73.35,0,No
Female,0,Yes,No,59,Yes,No,Fiber optic,No,No internet service,No,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),100.05,4937,No
Male,0,No,No,27,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,20.35,4443,No
Female,1,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),43.95,6208,No
Male,0,No,No,7,Yes,No phone service,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),23.5,1236,No
Female,0,No,No,36,Yes,No phone service,DSL,No,No internet service,No,No internet service,No,No internet service,One year,Yes,Credit card (automatic),70.7,2173,No
Female,0,Yes,Yes,41,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,No internet service,No,Month-to-month,Yes,Electronic check,94.3,3334,No
Female,0,No,No,13,No,Yes,DSL,No,No internet service,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.15,3091,No
Male,0,No,Yes,19,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,20.85,3950,No
Female,0,Yes,No,60,No,Yes,DSL,No internet service,No internet service,No,No internet service,No,No,Two year,No,Electronic check,37.7,1927,No
Female,0,No,Yes,48,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),95.5,3926,Yes
Male,1,No,No,3,Yes,No phone service,Fiber optic,No,No,No internet service,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),91.05,2493,Yes
Male,0,Yes,No,69,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),92.45,5191,No
Male,0,No,No,43,No,Yes,DSL,No,No,No internet service,No internet service,No,No internet service,One year,No,Bank transfer (automatic),44.15,1533,No
Female,0,No,Yes,11,No,Yes,DSL,No internet service,No,No,No internet service,No,No,One year,Yes,Credit card (automatic),36.05,3440,No
Female,0,Yes,No,45,Yes,No,DSL,No,No,No internet service,No,No,No,Month-to-month,Yes,Mailed check,50.25,1857,No
Male,0,Yes,No,72,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,109.75,5895,No
Female,1,Yes,No,2,Yes,No phone service,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),79.2,1227,Yes
Female,0,Yes,Yes,12,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,20.3,1876,No
Female,0,Yes,Yes,67,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,112.35,5708,No
Male,0,Yes,No,37,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,No internet service,No,Two year,No,Credit card (automatic),94.3,2996,No
Female,0,No,No,39,No,Yes,DSL,No internet service,No internet service,No,No internet service,No,No,One year,No,Electronic check,41.15,1200,No
Female,0,No,No,41,Yes,No phone service,DSL,No internet service,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,74.65,2687,No
Female,0,No,No,25,No,Yes,DSL,No,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),48.25,536,No
Male,0,Yes,Yes,8,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,No,No internet service,Two year,Yes,Mailed check,76.15,5187,No
Female,0,Yes,Yes,71,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No,No,Two year,No,Credit card (automatic),71.1,4378,No
Male,0,No,No,5,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),96.55,4237,No
Female,0,No,No,30,Yes,No phone service,DSL,No internet service,No,No internet service,No,No internet service,No internet service,One year,Yes,Mailed check,79.3,2075,No
Male,0,No,No,40,Yes,No,Fiber optic,No,No internet service,No,No internet service,No,No internet service,One year,Yes,Mailed check,89.6,3023,No
Female,0,No,No,54,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),20.5,74,No
Male,0,Yes,No,72,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,Electronic check,106.3,5809,No
